1 0,461768242073237
0 0,0985945653990402
1 0,397893826666729
0 0,0904247078184917
1 0,475852756850496
0 0,0661131767733139
1 0,342006589385282
0 0,130385265309903
1 0,362689662609624
0 0,0750928035147993
1 0,336841826292902
0 0,0910670851182208
1 0,352154257557362
0 0,0782361301122274
1 0,164475772216491
0 0,120508937975502
1 0,323860160396776
0 0,108006820833679
1 0,308008081649704
0 0,103848435817085
1 0,290247497287785
0 0,1103955481188
1 0,435259645550496
0 0,108981185233301
1 0,271932866184348
0 0,0998688999227652
1 0,476094323849324
0 0,0920957144490423
1 0,353010701059252
0 0,0944296337323806
1 0,362013657111709
0 0,0974874246915817
1 0,426580202671118
0 0,11180090533182
1 0,32981531557876
0 0,104393163905214
1 0,429579158607972
0 0,115968898646884
1 0,381191187385626
0 0,109470374334984
1 0,357192434494196
0 0,0843397690962646
1 0,4817899927312
0 0,0689149563214368
1 0,474228257109409
0 0,103588024342681
1 0,352963846559005
0 0,0944579140483763
1 0,438183593692075
0 0,0920153187195543
1 0,158638534020708
0 0,0984367597431139
1 0,318259053762693
0 0,0730643580093848
1 0,270438446614641
0 0,0735470415231077
1 0,452759233833378
0 0,0708024218264671
1 0,15147599406063
0 0,120811703277375
1 0,405094030409576
0 0,136879485881061
1 0,491870558756825
0 0,0698237401871688
1 0,394308866818428
0 0,0895516138753994
1 0,408567867699442
0 0,109280929769321
1 0,359588243003724
0 0,0811526499295257
1 0,257346289168477
0 0,137524524794396
1 0,34375787841988
0 0,118610630841102
1 0,365594587317112
0 0,117696902992149
1 0,379491392725434
0 0,0866125477752594
1 0,180904960005434
0 0,114684764022679
1 0,457647001097345
0 0,110663121949396
1 0,335559227245946
0 0,0515027644925064
1 0,295286944428372
0 0,0840324622034604
1 0,487348142646772
0 0,0818722692085201
1 0,513780321133441
0 0,087862101134758
1 0,432129120333335
0 0,0917228771311823
1 0,283868689802494
0 0,165321143419505
1 0,347231694451321
0 0,106371678514273
1 0,234573774704211
0 0,101289364848666
1 0,386340177955741
0 0,113920976719086
1 0,511608510691904
0 0,105602748997333
1 0,354685300687829
0 0,0736123621346732
1 0,388739941230512
0 0,0954767181175052
1 0,388929836569578
0 0,109928517068234
1 0,358894386664001
0 0,12001170937409
1 0,279538214338233
0 0,109082420807413
1 0,351941544914088
0 0,121737062820127
1 0,201923840142871
0 0,112359221013674
1 0,415096263467098
0 0,0909096463377665
1 0,304412215731521
0 0,0883159636204178
1 0,359660512334566
0 0,126061815794088
1 0,388581323709002
0 0,0845598904366433
1 0,498999155029893
0 0,0865402549419998
1 0,218730625030519
0 0,086495866764886
1 0,35966146768803
0 0,105429745977403
1 0,514650757804758
0 0,110475331289404
1 0,498291259034623
0 0,104775663241032
1 0,378335178552445
0 0,100743444118964
1 0,576240009842899
0 0,120460965009394
1 0,35707021435746
0 0,0937625230358673
1 0,331736358274282
0 0,093637732082794
1 0,416084127029551
0 0,0707992603082972
1 0,601430128047457
0 0,0806551658544682
1 0,373740056681408
0 0,103866003771791
1 0,318229067599672
0 0,0854818682413372
1 0,180232662829546
0 0,0892063498454908
1 0,459754423560105
0 0,116845502159612
1 0,313604805422391
0 0,0757377811769847
1 0,475598844751697
0 0,0638083997807684
1 0,411659623783629
0 0,0877676491989544
1 0,492798714197896
0 0,0708827766753307
1 0,207008994371932
0 0,0489023124410637
1 0,452530789070808
0 0,093961086248068
1 0,410190701887397
0 0,0922893568936209
1 0,365400013858347
0 0,127566972599059
1 0,301280911026834
0 0,103742503943039
1 0,518060650922469
0 0,0839091001205243
1 0,461032854920725
0 0,08361347254041
1 0,593744405240268
0 0,0696263265099472
1 0,448288337246524
0 0,0546419043799142
1 0,375224139757403
0 0,0704327983842055
1 0,458399747472186
0 0,100271415966057
1 0,356472765197383
0 0,120323601762464
1 0,555646862984421
0 0,111750286387009
1 0,4223149793272
0 0,0977091075340669
1 0,478055455074682
0 0,0768396526523684
1 0,300520129344236
0 0,109495730567356
1 0,393642122683761
0 0,100719093144147
1 0,317926529553147
0 0,0825210544773904
1 0,473406168617558
0 0,0927492202142685
1 0,444471752231156
0 0,0943204325657193
1 0,447133983214907
0 0,0857325301078117
1 0,401815596484948
0 0,0743739992599897
1 0,341453712318666
0 0,112769835526146
1 0,432696774752801
0 0,0925479010993836
1 0,433238551102081
0 0,104018647466426
1 0,524103444393076
0 0,117292625127833
1 0,375158395270447
0 0,115115457873605
1 0,374061789860713
0 0,134969375174406
1 0,393369049683695
0 0,09254327994304
1 0,425639001609517
0 0,113617160769993
1 0,421280651150496
0 0,103215537510556
1 0,504746379589518
0 0,0965507304820853
1 0,384429390725702
0 0,122228077186898
1 0,660799750281352
0 0,0657817165892229
1 0,414743267750974
0 0,0775264929497484
1 0,559372177366353
0 0,119003791268706
1 0,47894383021994
0 0,135470849652877
1 0,26653825841493
0 0,0893507475124864
1 0,575914308650765
0 0,130797075661806
1 0,386219984473232
0 0,107603016654074
1 0,347557034564674
0 0,10263017796206
1 0,291763866054981
0 0,0817734828472712
1 0,453923733561215
0 0,0945703066262997
1 0,414691558627514
0 0,140870730094731
1 0,300582546727697
0 0,111711885917744
1 0,417356832890076
0 0,0892065494500983
1 0,294474172247669
0 0,114700365857294
1 0,317442243269549
0 0,0812446776137183
1 0,479914467285158
0 0,075785236662647
1 0,43260011833156
0 0,101091536845507
1 0,350117114418703
0 0,0935225879956554
1 0,246999771469141
0 0,109180088362911
1 0,283966565891087
0 0,122748293906374
1 0,31651880967667
0 0,0882783596220471
1 0,387256836692379
0 0,111586455894314
1 0,320619840111753
0 0,0833387403182642
1 0,427858378792858
0 0,0998927882422624
1 0,394273296400777
0 0,0805089342170448
1 0,71969453709747
0 0,108122286663643
1 0,332662291928401
0 0,0609393695806477
1 0,287406308129726
0 0,112873164195418
1 0,289544779949435
0 0,092816881598469
1 0,205125079931277
0 0,105288133181833
1 0,269078762516902
0 0,106498930943879
1 0,417681594751416
0 0,12232847674745
1 0,289444029679461
0 0,100077320234899
1 0,428494465547735
0 0,113824567722558
1 0,292111848018008
0 0,116444915993959
1 0,500231762882001
0 0,116826755014098
1 0,325153938418067
0 0,115199954369885
1 0,326366005141015
0 0,125080361906547
1 0,311852075035497
0 0,0774308940969963
1 0,398457479839717
0 0,162586076530466
1 0,199756663264369
0 0,119800688348162
1 0,340303073093511
0 0,108855009895383
1 0,498652776337213
0 0,113420098664945
1 0,387062945707243
0 0,121396489809666
1 0,553340267702839
0 0,0787367075102583
1 0,362160184513192
0 0,0999684067463807
1 0,380721918173445
0 0,110387187159742
1 0,432322441253829
0 0,11761257835605
1 0,444282006608436
0 0,0936580630260343
1 0,313362189609238
0 0,0594870164935083
1 0,472781663735465
0 0,0935160261974213
1 0,249872029992739
0 0,108964819424535
1 0,259656216811056
0 0,108014143485379
1 0,271444909928471
0 0,077350024219172
1 0,447269293266233
0 0,0793462769553777
1 0,300881724685431
0 0,0879674177987382
1 0,430066269674139
0 0,0777115536976651
1 0,443968719125934
0 0,11906391607013
1 0,48804785504174
0 0,0865780546574485
1 0,191830947977608
0 0,0744974098170792
1 0,384555917759607
0 0,0672433663840977
1 0,430744984710191
0 0,0844627736290919
1 0,43911248586379
0 0,0846478939549297
1 0,558064987086923
0 0,123370280323333
1 0,36295326100353
0 0,110252565241012
1 0,245841733066097
0 0,116452654400718
1 0,47035458234183
0 0,0570249081163183
1 0,373062668349418
0 0,114639729363983
1 0,344051827508282
0 0,0973240338437712
1 0,455654854214993
0 0,114438361531303
1 0,347953990769571
0 0,0908550542173219
1 0,517397594715189
0 0,0992619562495422
1 0,511690085482068
0 0,117577238530313
1 0,476118381321323
0 0,108133690007462
1 0,335702320741218
0 0,120464781408946
1 0,399267460735008
0 0,0680707891657052
1 0,60000272864764
0 0,0950606308544073
1 0,569124465283527
0 0,101357606941933
1 0,52098358333855
0 0,116314881187991
1 0,386799128067784
0 0,0822684624073519
1 0,30263380771357
0 0,109922606859627
1 0,320713573124658
0 0,091463824139651
1 0,380902495801167
0 0,107915714858303
1 0,468684387293268
0 0,121806896961714
1 0,275558074130066
0 0,132164478263568
1 0,462192832934681
0 0,107490802722932
1 0,502940933977144
0 0,106803048455767
1 0,616201794747217
0 0,118305914452905
1 0,232084157199019
0 0,121138811859756
1 0,580006366950555
0 0,105887652602761
1 0,528144790230953
0 0,099223009336402
1 0,308806936582026
0 0,110895933389564
1 0,32623325296476
0 0,103562418749287
1 0,24603406383152
0 0,109902540638046
1 0,407505588854421
0 0,0930982573592989
1 0,40517035703711
0 0,0881630246490152
1 0,418487717623905
0 0,100502067352623
1 0,367438466677414
0 0,12110556338161
1 0,355033409870859
0 0,0909723933752926
1 0,471287251651732
0 0,055380749937503
1 0,405507697186009
0 0,0851839729199854
1 0,432683629047378
0 0,0822726261690261
1 0,283722978993834
0 0,109626212142646
1 0,285798475068182
0 0,136413609306348
1 0,485647175318336
0 0,103426345725008
1 0,335092878178881
0 0,110564763965597
1 0,248711787090456
0 0,122864718730105
1 0,441986762982172
0 0,0781113146999831
1 0,39768026852006
0 0,10770841958094
1 0,544359957853437
0 0,105834876966014
1 0,281752120623741
0 0,129537156016774
1 0,606318646214752
0 0,0992081019589157
1 0,244871764210977
0 0,083165123390462
1 0,540711024263681
0 0,0993454300365964
1 0,439424462252165
0 0,123512418806884
1 0,38981069783451
0 0,0737900533686888
1 0,291604844988651
0 0,122668772230549
1 0,197028296900437
0 0,115677808143563
1 0,367203416973007
0 0,129977500978887
1 0,399828978094253
0 0,123561693283946
1 0,346359955490113
0 0,100191793847178
1 0,331474831207864
0 0,120813383751027
1 0,360856965550128
0 0,139037838493311
1 0,365373000561887
0 0,104341295934068
1 0,329279694472555
0 0,0850654392611671
1 0,379838095178802
0 0,108057384036409
1 0,474377358665917
0 0,10825737384599
1 0,448854750066794
0 0,103395292104933
1 0,345206458029328
0 0,105590895657989
1 0,321244329545689
0 0,0936088381391612
1 0,582449329046356
0 0,0750233698498901
1 0,594799244245111
0 0,0724797289280118
1 0,531242183933103
0 0,10944549782581
1 0,316758340928032
0 0,0966039091786177
1 0,506460228882391
0 0,0990039639327153
1 0,478646922874279
0 0,0691307044303184
1 0,389257678094536
0 0,108418531934128
1 0,451027777003558
0 0,136258258814159
1 0,383321461667212
0 0,0647097241453342
1 0,461330498644705
0 0,0933584936180816
1 0,348543477728692
0 0,0889681267442062
1 0,482286771278617
0 0,12331378887997
1 0,506234175400571
0 0,0964528456044339
1 0,477199536579675
0 0,0965227250142723
1 0,466131717576255
0 0,105617952309865
1 0,412221149006812
0 0,0823507050495169
1 0,543914478133039
0 0,106063160659375
1 0,369123760745824
0 0,0692651187809305
1 0,499960241325179
0 0,0616645397480416
1 0,43118717837139
0 0,107266741881072
1 0,503661944586402
0 0,128554186558961
1 0,333792638425308
0 0,0931439650021117
1 0,489365733261969
0 0,0946348977125492
1 0,557561142931682
0 0,107271875730587
1 0,435960944734863
0 0,0763978696842998
1 0,426921585365633
0 0,118601698615907
1 0,491920888945917
0 0,0847738408863819
1 0,376124197171006
0 0,137764754178981
1 0,281183468869694
0 0,0807020560789184
1 0,349966928538346
0 0,137874161423154
1 0,545895892276116
0 0,104993203644311
1 0,401978916965505
0 0,0632524845084668
1 0,291799376386116
0 0,136644750882537
1 0,242472274411282
0 0,060229457446839
1 0,471328531308641
0 0,0843520636312639
1 0,454222094763092
0 0,145893525380499
1 0,427440919876386
0 0,0977962804590336
1 0,264326440122376
0 0,103200002916022
1 0,543670942491419
0 0,13175006053949
1 0,451202258670742
0 0,0834157332168102
1 0,390149433092142
0 0,110683858880961
1 0,367079436959318
0 0,134804461527884
1 0,318028877677138
0 0,112952547700835
1 0,463125254297189
0 0,0647882077266573
1 0,251519409252888
0 0,111156335323365
1 0,321745152995141
0 0,105270527778309
1 0,402555454528393
0 0,117521687708537
1 0,404530451059395
0 0,0823778678963999
1 0,417008106929936
0 0,118331877830709
1 0,385148443059513
0 0,0980091245144549
1 0,3392970963716
0 0,111604170870797
1 0,458868687161364
0 0,123460637890515
1 0,37000026294531
0 0,0981461680228236
1 0,486591631653947
0 0,10242632157964
1 0,52442468340711
0 0,0826360784224152
1 0,435745855825321
0 0,100994479620136
1 0,282375847432578
0 0,110106029283874
1 0,434517855152217
0 0,140709506576596
1 0,487033204515632
0 0,127531101348808
1 0,439431883238746
0 0,0753481516871727
1 0,241386965823412
0 0,110443228861525
1 0,347036777605519
0 0,138303282465133
1 0,471688367118841
0 0,106582592083764
1 0,449326519921842
0 0,0844492944582298
1 0,348825083793839
0 0,0889624290201487
1 0,396874034557418
0 0,125760844203012
1 0,460573154795931
0 0,112955793674949
1 0,395158039577575
0 0,0399217156331834
1 0,302007839331902
0 0,0926001593308541
1 0,386610194315742
0 0,103488693585318
1 0,452745082300965
0 0,0971005522800146
1 0,39166058309116
0 0,109284328896119
1 0,383226088240045
0 0,108491700537322
1 0,498903076448468
0 0,138580438774487
1 0,328812548752971
0 0,105618058530008
1 0,444396372268182
0 0,0803861383977736
1 0,443451957835
0 0,108788027989761
1 0,489009600437904
0 0,102289983368745
1 0,354390489283058
0 0,0864778240616923
1 0,264554603837687
0 0,0883221288818293
1 0,371125965033829
0 0,138174241184953
1 0,394697310931766
0 0,0615765181040606
1 0,369311240877347
0 0,0791306739543483
1 0,525738144140276
0 0,133995174790476
1 0,452076236715148
0 0,0857448976292604
1 0,286600563746221
0 0,0880604596519064
1 0,335288363555879
0 0,067982551168503
1 0,249425953752591
0 0,10496659618695
1 0,369276949538256
0 0,0870533632073527
1 0,522231443143763
0 0,0753552908555433
1 0,32656887541046
0 0,0952582139379545
1 0,377987911910122
0 0,0780375099317937
1 0,407484899356435
0 0,0992096837487424
1 0,51923723301246
0 0,112358766455102
1 0,447484502211446
0 0,100577313522659
1 0,484568943650921
0 0,0710262947331076
1 0,372221600455327
0 0,111824300106265
1 0,412530849217827
0 0,0501449664285896
1 0,556874592064646
0 0,109678703489476
1 0,397039832404908
0 0,0934661698476201
1 0,34385175723224
0 0,110229014791226
1 0,331211123581915
0 0,128991963509492
1 0,726900069173392
0 0,135824549895389
1 0,598180324583568
0 0,0448160025319639
1 0,274658442565099
0 0,112221354968776
1 0,463445642970272
0 0,0873963468502831
1 0,396097110927416
0 0,104817017618103
1 0,42809809594484
0 0,100670709292071
1 0,418500889057182
0 0,0549597955419912
1 0,316686985764502
0 0,112130417287814
1 0,50053920696785
0 0,0864131684593921
1 0,455191448037945
0 0,0803065707372731
1 0,517875569435222
0 0,0783428657682902
1 0,550524863983671
0 0,121781090067454
1 0,330101776749282
0 0,0590175455581848
1 0,347385874201913
0 0,0909233411487055
1 0,307980232471354
0 0,0947544311098269
1 0,570026746724325
0 0,142500110911877
1 0,381231505428161
0 0,117797102507683
1 0,394436884454373
0 0,128013822809179
1 0,442382592541076
0 0,0979454211089544
1 0,463595118801366
0 0,0592358625310422
1 0,515510499664379
0 0,0932472919929377
1 0,283522381507653
0 0,100558287427756
1 0,544762967017167
0 0,0828305768677449
1 0,479721778734769
0 0,138747906592742
1 0,392196726708127
0 0,1014651317525
1 0,291405195419291
0 0,114114826254749
1 0,280785246231413
0 0,0817251522772204
1 0,485645226356774
0 0,0978252895804385
1 0,368841518301976
0 0,0714812449824037
1 0,486117489014968
0 0,106991162659367
1 0,41645427264414
0 0,127391348080878
1 0,346100119376599
0 0,103259716046605
1 0,323671970731574
0 0,106540716138388
1 0,517614558556658
0 0,13507215898576
1 0,293866792937516
0 0,119275819072203
1 0,501059215663856
0 0,142594123059516
1 0,473321644697473
0 0,10428900974479
1 0,497161250087412
0 0,118983666211949
1 0,327952411203467
0 0,0910539163991927
1 0,489212533255655
0 0,111164054898361
1 0,579655490635079
0 0,122883577085372
1 0,235998963039104
0 0,0851540835934723
1 0,491106491955033
0 0,0876218129969691
1 0,469332729991412
0 0,12710909111503
1 0,401091234828811
0 0,101986913200022
1 0,532031110032989
0 0,0961508536962144
1 0,508570608508771
0 0,107776984980486
1 0,560511757366824
0 0,0840842478908531
1 0,399093490779007
0 0,105575031533649
1 0,514067865145889
0 0,0961204939850635
1 0,404738165877695
0 0,0883074301208164
1 0,552079010656193
0 0,109494573678185
1 0,421414046002924
0 0,101954886532129
1 0,42516806895755
0 0,0963725600052183
1 0,410131249191568
0 0,100922426019778
1 0,496663411950038
0 0,071395378451353
1 0,443689578987498
0 0,100485718385317
1 0,218153642988129
0 0,108612159479224
1 0,266301269341046
0 0,102478275483358
1 0,420873028963688
0 0,0978266715544918
1 0,483084717131057
0 0,122562942956331
1 0,308186886349129
0 0,110596900428432
1 0,472949741027852
0 0,0803800575948641
1 0,490404685550912
0 0,113875208641
1 0,405664694126553
0 0,111180048655921
1 0,321319291070153
0 0,112084925464826
1 0,521131522609931
0 0,062622556060997
1 0,438309403890799
0 0,101078842938521
1 0,4187872887999
0 0,0867570911590096
1 0,475158095877861
0 0,108954568708416
1 0,563547976141593
0 0,0879952450197417
1 0,474506746575173
0 0,122289813268932
1 0,395112210759599
0 0,119718000630927
1 0,302002302917718
0 0,107090011795539
1 0,389578609529231
0 0,0850155114354348
1 0,330427104905418
0 0,0978316300499315
1 0,541322303270659
0 0,0849759635293477
1 0,330623941986737
0 0,10181475610431
1 0,429828550809297
0 0,106499992769446
1 0,558932697227647
0 0,108974212040485
1 0,397150734224303
0 0,0861119351301157
1 0,543468895495034
0 0,0841153160986056
1 0,304546716915498
0 0,0982041975770502
1 0,49018696262257
0 0,0833629452844437
1 0,495164983918769
0 0,0656116251269227
1 0,421544823847687
0 0,0980197749945578
1 0,50940170708115
0 0,0792288695435681
1 0,388338991837219
0 0,126196816566372
1 0,378064780812554
0 0,104007622794683
1 0,507385854567935
0 0,0755182426303518
1 0,385985518634977
0 0,126219963168258
1 0,356982206753132
0 0,0610664423449723
1 0,401114090506241
0 0,0672195783492468
1 0,305297503516828
0 0,0818052103145132
1 0,277204993888471
0 0,08821834092197
1 0,470392763401845
0 0,114056735389236
1 0,475676141470328
0 0,095870560780744
1 0,297258007344998
0 0,071399899600282
1 0,390496244629027
0 0,11756077326841
1 0,455430914095096
0 0,113715020775696
1 0,314106417648172
0 0,0814581054604972
1 0,297255220417807
0 0,0735483180645397
1 0,2788517994396
0 0,0973258804549798
1 0,388986502618885
0 0,0955362377907972
1 0,449682266368192
0 0,104184700503049
1 0,497408741555305
0 0,0925517426248712
1 0,534940993326516
0 0,136162574855023
1 0,361013572024079
0 0,121441894486438
1 0,474228227077249
0 0,099683954708139
1 0,413740324372632
0 0,0757034554457262
1 0,318884662287515
0 0,106597954334904
1 0,496924193184719
0 0,0745098744729612
1 0,409671314701915
0 0,0811231357521328
1 0,206766001092421
0 0,0907492960165054
1 0,326003584693222
0 0,124687307066217
1 0,549105185336326
0 0,0326898327717156
1 0,419042107628671
0 0,0802334957779905
1 0,344329142124914
0 0,102881491401527
1 0,510057116766156
0 0,129275979674066
1 0,398587831346222
0 0,155216154926792
1 0,475458555163804
0 0,0786835425668376
1 0,449429619111414
0 0,0957284294175931
1 0,198730725179977
0 0,103629611029207
1 0,394685986600218
0 0,130102154475298
1 0,351670725290449
0 0,0700049562877811
1 0,614623519919275
0 0,125813377219207
1 0,447471412789006
0 0,113211519722664
1 0,248160148318747
0 0,13673696549913
1 0,479098983742036
0 0,114933109528769
1 0,466972691346704
0 0,119700555626612
1 0,31253895303526
0 0,0816095918101818
1 0,445877206250493
0 0,0733735469252192
1 0,407113275950858
0 0,0789652893754475
1 0,329819638282194
0 0,120563130045374
1 0,268804467670357
0 0,106493651160543
1 0,327812310730162
0 0,115402197078206
1 0,483024732821195
0 0,0842795955917658
1 0,402633693281791
0 0,067071864165729
1 0,415475803182204
0 0,103391753246314
1 0,360137919094612
0 0,0985694784207979
1 0,450135030507571
0 0,114419918637155
1 0,573712767035491
0 0,0531972711133403
1 0,580150093951609
0 0,0857216596776795
1 0,248712519435555
0 0,131373673734098
1 0,167198616901616
0 0,0913371204527643
1 0,386113497239829
0 0,116711392929172
1 0,405333196214869
0 0,0972600130635253
1 0,306032369924612
0 0,114615867648931
1 0,294103533238965
0 0,0927387138109131
1 0,410393123040065
0 0,0940838161090521
1 0,358674825849406
0 0,111138013287661
1 0,355996809371505
0 0,0965223398193113
1 0,4359705275681
0 0,113571139383856
1 0,427309344221468
0 0,0744950267385365
1 0,2916450002683
0 0,107263433208921
1 0,534840372102456
0 0,0565261815916019
1 0,159558717126788
0 0,121297464680895
1 0,246131595986639
0 0,117720347774913
1 0,323828898854784
0 0,09444086309338
1 0,391130805805279
0 0,137668467056597
1 0,487190205904592
0 0,0677700311504586
1 0,388692549098325
0 0,0811611748188312
1 0,290092379619476
0 0,0733892704393486
1 0,37174287812056
0 0,107261377191327
1 0,52110032561386
0 0,127823627766448
1 0,380573918253253
0 0,0717810261668417
1 0,414746216541563
0 0,119304883954248
1 0,491434499985203
0 0,0946380388719979
1 0,439689250148797
0 0,0849518344695408
1 0,317777042388201
0 0,0791777611409778
1 0,360547056850429
0 0,100036200672599
1 0,56427562868528
0 0,063651463871389
1 0,485387722559597
0 0,0952189181185878
1 0,352003254010551
0 0,116074061987466
1 0,374438650782968
0 0,0752899270320991
1 0,279458892524893
0 0,0942986147243378
1 0,521906369265717
0 0,145554424050015
1 0,488924767065605
0 0,0771179548153268
1 0,461034630315896
0 0,0965602808200583
1 0,321445020711133
0 0,0914258627695354
1 0,297832450031842
0 0,0898336333779667
1 0,364080457992616
0 0,103583349884121
1 0,253009395094764
0 0,0823028836470747
1 0,383457851808441
0 0,0952846965779311
1 0,502109402974082
0 0,109091800002759
1 0,250509937583371
0 0,1295221169174
1 0,36636325902943
0 0,100461544705766
1 0,43874776862972
0 0,0833886610801199
1 0,385755698526997
0 0,103951567808728
1 0,445038550800059
0 0,0797502624879399
1 0,500551611597361
0 0,0920544949207378
1 0,400203627441335
0 0,125381476948827
1 0,302751766340519
0 0,104879702439588
1 0,321487136798612
0 0,0910416670732999
1 0,429583379770388
0 0,0946546087773745
1 0,448015038227891
0 0,116228394836673
1 0,41021662184463
0 0,0866439075857917
1 0,47794561285856
0 0,102266922089589
1 0,273573252008893
0 0,0948787457686744
1 0,26602657787681
0 0,0795035424686851
1 0,380373004040897
0 0,0814564902087246
1 0,432718575534756
0 0,100604277097664
1 0,342282931834783
0 0,120610310374965
1 0,367224371675968
0 0,0963407052912258
1 0,479877982447597
0 0,105844564423369
1 0,418619777574179
0 0,123935076950082
1 0,148108275043331
0 0,108283214950109
1 0,395580930962705
0 0,116616846990159
1 0,361925172100953
0 0,0891423258565949
1 0,356381267455256
0 0,113039042166424
1 0,408126810519873
0 0,105786445449446
1 0,474501447459904
0 0,0950632362579714
1 0,305005460902318
0 0,0891716276584694
1 0,477408725706758
0 0,0548232307755232
1 0,45971538547036
0 0,111980304921438
1 0,452417199448534
0 0,072024386832478
1 0,299614937469399
0 0,108853851236118
1 0,39165484056959
0 0,101951203451204
1 0,324441984669899
0 0,0999948968538353
1 0,375180308844757
0 0,144499991382747
1 0,38339554769566
0 0,0950088337902521
1 0,357641068791677
0 0,0604791774057306
1 0,315562925621806
0 0,0784936314653154
1 0,466797291531743
0 0,113756195239882
1 0,592151219913006
0 0,111497383868188
1 0,465216572753724
0 0,0641562858616156
1 0,473408556984924
0 0,104606524919396
1 0,406128143064166
0 0,115775015473111
