1
0,791966445257048
0,886390563239433
0,796777328595436
0,855502277481226
0,797439880784088
0,84009620423709
0,798007472045016
0,832049721138157
0,798435966416386
0,826039181173472
0,798020288384915
0,821879217013564
0,798070147164313
0,818797896572615
0,798100373310824
0,816426087780463
0,798171227591367
0,814733529532235
0,798261438389589
0,813256074652741
0,798400260953802
0,812318912163061
0,798740264274864
0,81134638492699
0,798906453799298
0,810678511208097
0,798998893493578
0,809794057027793
0,798934715636088
0,809147776730987
0,798902108616557
0,808560386702043
0,798993355589531
0,808031761446322
0,799015221947197
0,807537779155257
0,79895598803028
0,807093611564697
0,799094586808388
0,806838661188418
0,799065556067693
0,80650253528753
0,799156809608829
0,806254777643132
0,79921363638084
0,806105392029896
0,799409530761978
0,805826588933411
0,799470428267031
0,805734174409839
0,799549463992215
0,805611940504777
0,799641038402235
0,805442685714988
0,799565785931062
0,805137164013241
0,799577816968868
0,80491101296019
0,799583334067475
0,804823566707825
0,799636945438201
0,804651092949477
0,79959754349736
0,804465828289053
0,799644205946148
0,804370262399587
0,799636792101422
0,804297692731991
0,799715444407063
0,804206266460903
0,799696614135699
0,804025820369068
0,799675453468328
0,803884074338095
0,799676587774316
0,803866668300857
0,799738967945419
0,803762337581798
0,79973151106116
0,803730585697668
0,799791878715558
0,803594734854706
0,799759841397709
0,803538688610562
0,799825252576527
0,803539240916969
0,799911847956208
0,803484291760737
0,799921184157422
0,803424558887298
0,799901308064457
0,803338403203172
0,799925020915633
0,803291297153775
0,799925780895416
0,803172173799681
0,799917649351466
0,803093898335863
0,799854153265136
0,803008528762649
0,799875479413868
0,802952288634067
0,79986846116141
0,802925745333689
0,79990354643709
0,802897720953166
0,799917190148738
0,802862426175008
0,799934889312678
0,802816039583365
0,799935516413252
0,802744629294636
0,799903651703626
0,802658329535039
0,799886851895904
0,802638142738511
0,799902898050922
0,802596629863877
0,799893107493438
0,802553267081917
0,799921298682323
0,802562668499168
0,79996216437265
0,802508052465775
0,799943051859461
0,802436718026783
0,799931408959183
0,802385604601684
0,799920174857937
0,8023308922579
0,799860645294687
0,802275119862127
0,799860733609263
0,802177662633603
0,799842118153266
0,802191912535839
0,799876441801812
0,802218855232402
0,799908923912875
0,802199892806912
0,799948141027423
0,802187160547152
0,79996580226068
0,802160288583028
0,799964738622363
0,802151096364156
0,799973691707309
0,802109137452297
0,799958305135718
0,80206599598622
0,799943113952595
0,802015697153189
0,799935850387819
0,801981323931195
0,799911465331618
0,801908568833617
0,799870728955942
0,801902507934955
0,79991392689588
0,801900688052556
0,799917109595069
0,80187772948334
0,799922565698103
0,801846157423356
0,799919596224808
0,801842153431463
0,799952475456595
0,801826567225076
0,799958238535975
0,801845340942317
0,799996173402173
0,801826181735583
0,79998582677484
0,801813200698847
0,799989867676996
0,801787318344306
0,799981478597056
0,801759854953852
0,79998337991302
0,801755202333895
0,799994884237417
0,801731749237935
0,799988797959114
0,801703285172068
0,799964685975959
0,801669164609502
0,799964818774033
0,801654745253922
0,79995234530307
0,801643308588961
0,799975332050562
0,801623608546304
0,799976497156659
0,801610535198359
0,799966803684094
0,80155730019347
0,799938595419926
0,80151860258469
0,799890433784546
0,80147552086231
0,799889344710713
0,801470881231783
0,79990294952814
0,801454382886775
0,799909529787489
0,801463503802399
0,7999075220853
0,801451015753748
0,799927218054064
0,801425836881135
0,799898841721934
0,801381672398826
0,799887700925967
0,80134943010562
0,799868061088275
0,801353349002019
0,799889746386477
0,801364223264271
0,799917278166609
0,801361406498654
0,799916844264328
0,801340486365961
0,799918883843952
0,801348336252416
0,799923666410093
0,801329786685996
0,799925049571396
0,801310805694621
0,799914652213099
0,80129686817668
0,799923791233857
0,801315520746787
0,799933589594363
0,801303763727071
0,799938804912411
0,801281202253594
0,799939730481903
0,801275108247824
0,799926067548671
0,801257591029315
0,799924706360711
0,801265701114461
0,799969421608832
0,801263544094821
0,799961923912644
0,801266615213909
0,799973562392328
0,801249058166056
0,799974924039462
0,801246387269052
0,799977944229128
0,801257410591039
0,799997859963576
0,801236581644438
0,799973065288498
0,801232272250034
0,79998957984973
0,801221119276695
0,799987594379491
0,801209566682582
0,799992969876981
0,801215874816492
0,800010305730235
0,801227340696983
0,800015781934726
0,8011835527025
0,79998904880471
0,801170470876932
0,799993217688788
0,80118728345529
0,800005888042838
0,80116853744306
0,79999299913867
0,801147480288902
0,800003216285422
0,801154384826048
0,800015599019779
0,8011531809135
0,800016352679174
